CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Ativo,Principais_Caracteristicas,Valor,CNPJ_Fundo
,2018-03-30,1,Superavit Participações,Residencial Jequitiba,69264805.0,16.543.270/0001-89
,2018-03-30,1,Comarca de Caeté,Imóvel rural constituido por uma gleba de 40 hectares e 30 hares de terras no municipio de Minas,22000000.0,16.543.270/0001-89
,2018-06-29,1,Paulinea do Brasil,,14524177.0,16.543.270/0001-89
,2018-06-29,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",76720844.06,16.543.270/0001-89
,2018-06-29,1,SPE Santo André,23km ao norte de Porto Seguro,12408384.32,16.543.270/0001-89
,2018-06-29,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2018-06-29,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MG),21024910.36,16.543.270/0001-89
,2018-06-29,1,Vereda dos Lagos,Loteamento de 420 lotes de 500m distribuidos em um area bruta total de 354.701m,35851130.0,16.543.270/0001-89
,2018-06-29,1,Superavit Participações,Residencial Jequitiba,69264805.0,16.543.270/0001-89
,2018-06-29,1,Comarca de Caeté,Imóvel rural constituido por uma gleba de 40 hectares e 30 hares de terras no municipio de Minas,26045033.74,16.543.270/0001-89
,2018-09-30,1,Paulinea do Brasil,,14524177.0,16.543.270/0001-89
,2018-09-30,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",76720843.06,16.543.270/0001-89
,2018-09-30,1,SPE Santo André,23km ao norte de Porto Seguro,12408384.32,16.543.270/0001-89
,2018-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2018-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MG),21024910.36,16.543.270/0001-89
,2018-09-30,1,Vereda dos Lagos,Loteamento de 420 lotes de 500m distribuidos em um area bruta total de 354.701m,35851130.0,16.543.270/0001-89
,2018-09-30,1,Superavit Participações,Residencial Jequitiba,69264805.0,16.543.270/0001-89
,2018-09-30,1,Comarca de Caeté,Imóvel rural constituido por uma gleba de 40 hectares e 30 hares de terras no municipio de Minas,26045033.74,16.543.270/0001-89
,2018-12-31,1,Paulinea do Brasil,,14524177.0,16.543.270/0001-89
,2018-12-31,1,Ralin Participações LTDA,"Composta pelas empresas Recanto do Sossego, Mirante da Serra e Vale da Palmeiras",76720843.06,16.543.270/0001-89
,2018-12-31,1,SPE Santo André,23km ao norte de Porto Seguro,12408384.32,16.543.270/0001-89
,2018-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2018-12-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MG),21024910.36,16.543.270/0001-89
,2018-12-31,1,Vereda dos Lagos,Loteamento de 420 lotes de 500m distribuidos em um area bruta total de 354.701m,35851130.0,16.543.270/0001-89
,2018-12-31,1,Superavit Participações,Residencial Jequitiba,69264805.0,16.543.270/0001-89
,2018-12-31,1,Comarca de Caeté,Imóvel rural constituido por uma gleba de 40 hectares e 30 hares de terras no municipio de Minas,26045033.74,16.543.270/0001-89
,2018-12-31,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2018-03-31,2,0,0,0.0,17.590.518/0001-25
,2018-06-30,1,0,0,0.0,17.590.518/0001-25
,2018-09-30,2,0,0,0.0,17.590.518/0001-25
,2018-12-31,2,0,0,0.0,17.590.518/0001-25
,2018-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",33377367.91,21.500.514/0001-86
,2018-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",24753158.44,21.500.514/0001-86
,2018-03-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",21279353.2,21.500.514/0001-86
,2018-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",22034750.0,21.500.514/0001-86
,2018-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",26616585.0,21.500.514/0001-86
,2018-06-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",13675587.0,21.500.514/0001-86
,2018-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",22034750.0,21.500.514/0001-86
,2018-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",26616585.0,21.500.514/0001-86
,2018-09-30,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",13675587.0,21.500.514/0001-86
,2018-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrículas 59.298, 50.906, 50.907, 50.908, 50.909, 50.910, 50.911 e 50.912, 50.941 e 50.844, todas do Oficial de Registro de Imóveis de Suzano - Estado de São Paulo), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",22034750.0,21.500.514/0001-86
,2018-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto (matrícula 105.367 do 2º Oficial de Registro de Imóveis, Títulos e Documentos e Civil de Pessoa Jurídica da Comarca de Guarulhos-SP), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",20833908.35,21.500.514/0001-86
,2018-12-31,1,Usufruto,"obtenção de renda decorrente da Fração Ideal do Usufruto  (matrícula 85.516 do 1º Registro de Imóveis de Guarulhos), por meio da exploração, pelo período de 10 anos, observadas as hipóteses de rescisão antecipada",13675587.0,21.500.514/0001-86
,2018-03-31,1,Hospital e Maternicade Brasil,Direito de Usufruto pelo prazo de 264 meses,190099974.91,23.781.211/0001-04
,2018-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,138985237.04,23.781.211/0001-04
,2018-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,240064280.74,23.781.211/0001-04
,2018-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,134160932.14,23.781.211/0001-04
,2018-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,59618009.16,23.781.211/0001-04
,2018-06-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,187713782.77,23.781.211/0001-04
,2018-06-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,137247921.59,23.781.211/0001-04
,2018-06-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,237517329.76,23.781.211/0001-04
,2018-06-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,132600921.31,23.781.211/0001-04
,2018-06-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,58924776.48,23.781.211/0001-04
,2018-09-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,185327590.63,23.781.211/0001-04
,2018-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,135510606.14,23.781.211/0001-04
,2018-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,234970378.78,23.781.211/0001-04
,2018-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,131040910.48,23.781.211/0001-04
,2018-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,58231543.8,23.781.211/0001-04
,2018-09-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,232281822.99,23.781.211/0001-04
,2018-12-31,2,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,182941398.49,23.781.211/0001-04
,2018-12-31,2,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,133773290.69,23.781.211/0001-04
,2018-12-31,2,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,232423427.8,23.781.211/0001-04
,2018-12-31,2,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,129480899.65,23.781.211/0001-04
,2018-12-31,2,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,57538311.12,23.781.211/0001-04
,2018-12-31,2,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,233080323.51,23.781.211/0001-04
,2018-06-29,1,DIREITO REAL PAULISTANIA,,11596053.36,24.070.076/0001-51
,2018-06-29,1,DIREITO REAL PENAFOR,,12235134.0,24.070.076/0001-51
,2018-09-28,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,21481981.01,24.070.076/0001-51
,2018-09-28,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,12235134.0,24.070.076/0001-51
,2018-09-28,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2018-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,Participação através de permuta financeira,21481981.01,24.070.076/0001-51
,2018-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,Participação através de permuta financeira,18514444.59,24.070.076/0001-51
,2018-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,Participação através de permuta financeira,15194796.0,24.070.076/0001-51
,2018-12-31,1,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,Participação através de permuta financeira,17585697.73,24.070.076/0001-51
,2018-09-28,2,PIGM3,Frigorifico Guaiba,106180023.32,26.269.251/0001-60
,2018-12-31,1,PIGMC3,,147311269.0,26.269.251/0001-60
,2018-03-31,1,My Joy,Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.,1700000.0,27.293.689/0001-46
,2018-03-31,1,Árbore,"Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.",1600000.0,27.293.689/0001-46
,2018-06-29,1,My Joy,Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.,4160000.0,27.293.689/0001-46
,2018-06-29,1,Árbore,"Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.",1600000.0,27.293.689/0001-46
,2018-09-28,1,My Joy,Quotas da Nicolau de Souza Queiroz Empreendimento SPE Ltda.que dá ao fundo o direito dos futuros recebíveis da alienação do imóvel de acordo com o contrato firmado entre o fundo e o a RCB - Incorporação e Participações Ltda.,4160000.0,27.293.689/0001-46
,2018-09-28,1,Árbore,"Quotas da Benedito de Almeida Empreendimentos Imobiliários SPE Ltda que dá ao fundo o direito dos recebíveis mensais, de acordo com a tabela estabelecida no contrato, que a SPE recebe.",1600000.0,27.293.689/0001-46
,2018-03-31,1,SCP STAN,"A empresa contem 139 imóveis prontos em estoque para vendas e uma participação  Porporcional de  3,97% da SPE.",1000000.0,27.538.335/0001-14
,2018-06-29,1,SCP STAN,"A empresa contem 139 imóveis prontos em estoque para vendas e uma participação  Porporcional de  3,97% da SPE.",1000000.0,27.538.335/0001-14
,2018-09-28,1,Green 2000 Empreendimentos Imob. S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",753621.0,27.771.586/0001-44
,2018-09-28,1,PDG BH Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Belo Horizonte,151848.85,27.771.586/0001-44
,2018-09-28,1,PDG Nova Lima Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Nova LIma,51000.0,27.771.586/0001-44
,2018-09-28,1,Rio II Park Empreendimentos Imobiliários S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",753621.0,27.771.586/0001-44
,2018-12-28,1,Green 2000 Empreendimentos Imob. S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",1127661.28,27.771.586/0001-44
,2018-12-28,1,PDG BH Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Belo Horizonte,23855.27,27.771.586/0001-44
,2018-12-28,1,PDG Nova Lima Incorporações S.A,20% das ações da S.A. que tem como objeto social o desenvolvimento de empreendimentos imobiliários residenciais em Nova LIma,248034.47,27.771.586/0001-44
,2018-12-28,1,Rio II Park Empreendimentos Imobiliários S.A.,"753.621 ações (99%) da S.A. que tem como objeto social a compra, venda e incorporação de bens imóveis",801.76,27.771.586/0001-44
,2018-12-28,1,HESA 55 Empreendimentos Imobiliários Ltda.,"3.032.000 quotas (20%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",816060.41,27.771.586/0001-44
,2018-12-28,1,HESA 107 Empreendimentos Imobiliários Ltda.,"246.450 quotas (3%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",888647.47,27.771.586/0001-44
,2018-12-28,1,HESA 98 Empreendimentos Imobiliários Ltda.,"450.000 quotas (25%) da sociedade limitada que tem como objeto social a compra, venda e incorporação de bens imóveis",8552811.73,27.771.586/0001-44
,2018-03-31,2,Não aplicável,Não aplicável,0.0,28.152.272/0001-26
,2018-06-30,1,,,0.0,28.152.272/0001-26
,2018-03-31,1,Não aplicável,Não aplicável,0.0,28.516.650/0001-03
,2018-06-30,1,,,0.0,28.516.650/0001-03
,2018-09-30,1,,,0.0,28.516.650/0001-03
,2018-12-31,1,,,0.0,28.516.650/0001-03
,2018-03-31,1,Não aplicável,Não aplicável,0.0,28.693.595/0001-27
,2018-06-30,1,,,0.0,28.693.595/0001-27
,2018-09-30,1,,,0.0,28.693.595/0001-27
,2018-12-31,1,,,0.0,28.693.595/0001-27
,2018-03-31,3,Não Aplicável,,,28.737.771/0001-85
,2018-09-28,1,Não Aplicável,,,28.737.771/0001-85
,2020-03-31,1,Vitória,Arrend Mercantil Financeiro,615980936.48,03.855.441/0001-63
,2020-03-31,1,Santos,Arrend Mercantil Financeiro,552323722.09,03.855.441/0001-63
,2020-06-30,1,Vitória,Arrend Mercantil Financeiro,630820357.33,03.855.441/0001-63
,2020-06-30,1,Santos,Arrend Mercantil Financeiro,559349216.05,03.855.441/0001-63
,2020-06-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,104154353.92,03.855.441/0001-63
,2020-09-30,1,Vitória,Arrend Mercantil Financeiro,362225060.69,03.855.441/0001-63
,2020-09-30,1,Santos,Arrend Mercantil Financeiro,574909921.38,03.855.441/0001-63
,2020-09-30,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,117389036.8,03.855.441/0001-63
,2020-12-31,1,Vitória,Arrend Mercantil Financeiro,183929261.3,03.855.441/0001-63
,2020-12-31,1,Santos,Arrend Mercantil Financeiro,495754595.76,03.855.441/0001-63
,2020-12-31,1,Laboratório de Fluidos,Arrend Mercantil Financeiro,96327998.71,03.855.441/0001-63
,2020-03-31,1,Bapon,Arrendamento Mercantil Financeiro,219600844.88,08.417.532/0001-30
,2020-03-31,1,Basul,Arrendamento Mercantil Financeiro,214810681.61,08.417.532/0001-30
,2020-06-30,1,Bapon,Arrendamento Mercantil Financeiro,222756288.55,08.417.532/0001-30
,2020-06-30,1,Basul,Arrendamento Mercantil Financeiro,223661870.39,08.417.532/0001-30
,2020-09-30,1,Bapon,Arrendamento Mercantil Financeiro,228886033.24,08.417.532/0001-30
,2020-09-30,1,Basul,Arrendamento Mercantil Financeiro,235777298.38,08.417.532/0001-30
,2020-12-31,1,Bapon,Arrendamento Mercantil Financeiro,239249607.64,08.417.532/0001-30
,2020-12-31,1,Basul,Arrendamento Mercantil Financeiro,252972924.46,08.417.532/0001-30
,2020-03-31,1,,,0.0,09.150.967/0001-24
,2020-12-31,1,UNIDADE 121 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57,11.945.604/0001-27
,2020-12-31,1,UNIDADE 126 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57,11.945.604/0001-27
,2020-12-31,1,UNIDADE 141 - PASSOS DO PARQUE,UNIDADE LOCALIZADA NO EMPREENDIMENTO PASSOS DO PARQUE  - TATUAPÉ - SP,289306.57,11.945.604/0001-27
,2020-03-31,1,Estanteria Pouso Alegre,benfeitorias em imóvel de terceiros,565309.82,13.568.181/0001-07
,2020-03-31,2,Cemitério Morumby (adquiridos em 12/07/2017),131 Jazigos,1703000.0,13.584.584/0001-31
,2020-03-31,2,Cemitério Morumby (adquiridos em 10/08/2018),973 Jazigos,14616500.0,13.584.584/0001-31
,2020-03-31,2,Cemitério Morumby (adquiridos em 01 e 02/2019),1799 Jazigos,28604100.0,13.584.584/0001-31
,2020-03-31,2,"Cemitério Terra Santa ( adquiridos em 07, 08, 09 e 11/2017)",2900 Jazigos,14500000.0,13.584.584/0001-31
,2020-06-30,1,Cemitério Morumby,131 Jazigos,1703000.0,13.584.584/0001-31
,2020-06-30,1,Cemitério Terra Santa,943 Jazigos,14616500.0,13.584.584/0001-31
,2020-06-30,1,Cemitério Terra Santa,2000 Jazigos,10000000.0,13.584.584/0001-31
,2020-09-30,1,Cemitério Morumby (adquiridos em 12/07/2017),131 Jazigos,1703000.0,13.584.584/0001-31
,2020-09-30,1,Cemitério Morumby (adquiridos em 10/08/2018),973 Jazigos,14616500.0,13.584.584/0001-31
,2020-09-30,1,Cemitério Morumby (adquiridos em 01 e 02/2019),1799 Jazigos,28604100.0,13.584.584/0001-31
,2020-09-30,1,"Cemitério Terra Santa (adquiridos em 07, 08, 09 e 11/2017)",2900 Jazigos,14500000.0,13.584.584/0001-31
,2020-12-31,1,Cemitério Morumby (adquiridos em 12/07/2017),131 Jazigos,1703000.0,13.584.584/0001-31
,2020-12-31,1,Cemitério Morumby (adquiridos em 10/08/2018),973 Jazigos,14616500.0,13.584.584/0001-31
,2020-12-31,1,Cemitério Morumby (adquiridos em 01 e 02/2019),1799 Jazigos,28604100.0,13.584.584/0001-31
,2020-12-31,1,"Cemitério Terra Santa (adquiridos em 07, 08, 09 e 11/2017)",2900 Jazigos,14500000.0,13.584.584/0001-31
,2020-03-31,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63,14.423.780/0001-97
,2020-03-31,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",12349023.32,14.423.780/0001-97
,2020-06-30,2,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63,14.423.780/0001-97
,2020-06-30,2,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",11542773.32,14.423.780/0001-97
,2020-09-30,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63,14.423.780/0001-97
,2020-09-30,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",8608303.97,14.423.780/0001-97
,2020-12-31,1,Dir. Real Sol-Fran,"Direito aquisitivo sobre 19 unidades residenciais, hipotecadas para garantia do financiamento da SPE desenvolvedora do projeto.",105718.63,14.423.780/0001-97
,2020-12-31,1,Dir. Real Tiner Comp,"Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora",7192820.49,14.423.780/0001-97
,2020-06-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10800000.0,15.576.907/0001-70
,2020-09-30,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,11267898.6,15.576.907/0001-70
,2020-12-31,1,Centauro,DIREITOS DE USO / RES-SPERATA A RECEBER,10945958.64,15.576.907/0001-70
,2020-12-31,1,GPA - Tatuapé,Direitos de superficie GPA - Imóvel Tatuapé,18961147.52,15.576.907/0001-70
,2020-12-31,1,GPA - Guarulhos,Direitos de superficie GPA - Imóvel Guarulhos,49583255.39,15.576.907/0001-70
,2020-12-31,1,GPA - São José dos Campos,Direitos de superfície GPA - Imóvel SJC,54144302.17,15.576.907/0001-70
,2020-03-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2020-03-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2020-03-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2020-03-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2020-06-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2020-06-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2020-06-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2020-06-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2020-09-30,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2020-09-30,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2020-09-30,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2020-09-30,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2020-12-31,1,Comarca de Caeté,"Imóvel rural constituido por uma gleba de 40,30 ha e 71,09 ha de terras no municipio de Minas",22000000.0,16.543.270/0001-89
,2020-12-31,1,Season Empreendimentos,"Subdistrito de Amaralina, Salvador, Bahia.",1868358.01,16.543.270/0001-89
,2020-12-31,1,Terras Empreendimentos,Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS),11000000.0,16.543.270/0001-89
,2020-12-31,1,Vereda dos Lagos,Terreno Gleba Rural - Faz. Taquaral - Município de Jequitiba,34917000.0,16.543.270/0001-89
,2020-03-31,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2020-06-30,1,"Rua Paulo Assis, 190","Apartamento residencial na Barra da Tijuca, RJ",1002955.58,17.198.404/0001-34
,2020-03-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,193153668.05,23.781.211/0001-04
,2020-03-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,125086713.44,23.781.211/0001-04
,2020-03-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,219688672.9,23.781.211/0001-04
,2020-03-31,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,121680845.5,23.781.211/0001-04
,2020-03-31,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,54072147.72,23.781.211/0001-04
,2020-03-31,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,221307102.9,23.781.211/0001-04
,2020-06-30,2,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,190612220.15,23.781.211/0001-04
,2020-06-30,2,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,123349397.99,23.781.211/0001-04
,2020-06-30,2,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,217141721.92,23.781.211/0001-04
,2020-06-30,2,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,120120834.67,23.781.211/0001-04
,2020-06-30,2,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,53378915.04,23.781.211/0001-04
,2020-06-30,2,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,218952772.02,23.781.211/0001-04
,2020-09-30,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,188018312.4,23.781.211/0001-04
,2020-09-30,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,121612082.54,23.781.211/0001-04
,2020-09-30,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,214594770.94,23.781.211/0001-04
,2020-09-30,1,Hospital Santa Luzia,Direito de Usufruto pelo prazo de 274 meses,118560823.84,23.781.211/0001-04
,2020-09-30,1,Hospital do Coração,Direito de Usufruto pelo prazo de 274 meses,52685682.36,23.781.211/0001-04
,2020-09-30,1,São Luiz Morumbi,Direito de Usufruto pelo prazo de 300 meses,216598441.14,23.781.211/0001-04
,2020-12-31,1,Hospital e Maternidade Brasil,Direito de Usufruto pelo prazo de 264 meses,185319484.95,23.781.211/0001-04
,2020-12-31,1,Hospital Caxias,Direito de Usufruto pelo prazo de 264 meses,119874767.09,23.781.211/0001-04
,2020-12-31,1,Hospital Helena,Direito de Usufruto pelo prazo de 300 meses,212047819.96,23.781.211/0001-04
