CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL,CNPJ_Fundo
34.691.925/0001-48,2023-12-29,1,U_809_T,"Rua Franciso Candido Magalhães, 40",2023-09-29,49.4,1.0,Nenhuma característica relevante,0.0004962429974353,0.0005922560230334,
35.725.666/0001-91,2023-06-30,2,RUA ATLANTICA 262,RUA ATLANTICA Nº 262 JD AMÉRICA -SP,2023-04-27,670.0,1.0,CASA EM CONSTRUÇÃO/REFORMA,1.0,0.2506,
35.765.826/0001-26,2023-03-31,1,138702,Alameda Casa Branca 559,2023-03-01,306.06,1.0,Imóveis para venda,0.092588,0.090219,
35.765.826/0001-26,2023-03-31,1,181657,Rua Sabará 76,2023-01-30,252.0,1.0,Imóveis para venda,0.046962,0.044837,
35.765.826/0001-26,2023-03-31,1,899501,Rua Doutor José Elias 130,2023-03-01,56.0,1.0,Imóveis para venda,0.024285,0.023663,
35.765.826/0001-26,2023-03-31,1,903478,Rua Antônio Borba 169,2023-02-06,126.91,1.0,Imóveis para venda,0.029957,0.027351,
35.819.314/0001-03,2023-09-29,1,CDHU,"Alameda das Angélicas, Guarulhos, São Paulo",2023-09-26,3349.78,1.0,,0.0665,0.0665,
35.819.314/0001-03,2023-09-29,1,CDHU,"Alameda das Angélicas, Guarulhos, São Paulo",2023-08-22,3217.5,1.0,,0.0657,0.0657,
35.819.314/0001-03,2023-09-29,1,LEILAO VERGU,"Rua Vergueiro, 470, Liberdade, São Paulo - SP",2023-08-16,12777.0,1.0,,0.6041,0.6041,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-1107,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-03-15,30.21,1.0,,0.001,0.000867,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0405,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-14,30.0,1.0,,0.0011,0.000853,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-1206,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-08,32.41,1.0,,0.0009,0.000867,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  A-0207,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-27,29.38,1.0,,0.001,0.000853,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0404,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-03-15,30.81,1.0,,0.001,0.000853,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  A-0302,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-01-12,32.82,1.0,,0.0011,0.000843,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0706,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-08,29.62,1.0,,0.001,0.000853,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  A-2102,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-01-31,28.71,1.0,,0.0009,0.000995,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-1105,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-27,30.0,1.0,,0.001,0.000867,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0409,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-01-06,31.13,1.0,,0.001,0.000792,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-1004,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-09,30.81,1.0,,0.001,0.000853,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  A-2003,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-02-14,28.69,1.0,,0.0009,0.000978,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0705,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-03-23,30.0,1.0,,0.001,0.000873,
35.880.201/0001-05,2023-03-31,1,Send Cooliving  B-0802,"R. Sen. Dantas,Centro,Rio de Janeiro-RJ",2023-03-19,28.95,1.0,,0.001,0.000877,
35.880.201/0001-05,2023-03-31,1,UNITED WORK - 1805," Av. Ordem e Progresso, Barra Funda,São Paulo-SP",2023-01-19,60.3,1.0,,0.002,0.001672,
35.880.201/0001-05,2023-03-31,1,UNITED WORK - 16° ANDAR," Av. Ordem e Progresso, Barra Funda,São Paulo-SP",2023-02-16,45.41,1.0,,0.0014,0.001201,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 602,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-08-10,45.41,1.0,,0.0008,0.0007,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 1015,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-04,45.41,1.0,,0.0008,0.0007,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 1113,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-08-22,49.11,1.0,,0.0009,0.0008,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 1213,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-11,49.11,1.0,,0.0009,0.0008,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 20° ANDAR,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-08-18,29.5,1.0,,0.0118,0.0106,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 20° ANDAR,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-28,60.3,1.0,,0.0118,0.0106,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 20° ANDAR,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-11,29.5,1.0,,0.0118,0.0106,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 20° ANDAR,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-24,29.5,1.0,,0.0118,0.0106,
35.880.201/0001-05,2023-09-29,1,UNITED WORK - 20° ANDAR,"Avenida Ordem e Progresso, Várzea da Barra Funda São Paulo SP",2023-07-21,29.5,1.0,,0.0118,0.0106,
35.880.201/0001-05,2023-09-29,1,Send Cooliving  B-1006,R. Sen. Dantas Rio de Janeiro RJ,2023-08-29,29.62,1.0,,0.0008,0.0008,
35.880.201/0001-05,2023-09-29,1,Send Cooliving  B-0503,R. Sen. Dantas Rio de Janeiro RJ,2023-08-17,35.29,1.0,,0.0008,0.0008,
35.880.201/0001-05,2023-09-29,1,Send Cooliving  A-0901,R. Sen. Dantas Rio de Janeiro RJ,2023-08-25,38.41,1.0,,0.0,0.0,
35.880.201/0001-05,2023-09-29,1,Send Cooliving  A-0805,R. Sen. Dantas Rio de Janeiro RJ,2023-08-25,42.56,1.0,,0.001,0.0009,
35.880.201/0001-05,2023-09-29,1,Send Cooliving  A-1205,R. Sen. Dantas Rio de Janeiro RJ,2023-09-27,42.56,1.0,,0.001,0.0009,
35.880.201/0001-05,2023-09-29,1,Send Cooliving A-2104,R. Sen. Dantas Rio de Janeiro RJ,2023-07-21,28.71,1.0,,0.0008,0.0007,
35.880.201/0001-05,2023-12-29,1,UNITED WORK - 916," Av. Ordem e Progresso, São Paulo",2023-12-28,45.71,1.0,,0.000807,0.000728,
35.880.201/0001-05,2023-12-29,1,UNITED WORK - 1001," Av. Ordem e Progresso, São Paulo",2023-12-13,45.71,1.0,,0.000807,0.000728,
35.880.201/0001-05,2023-12-29,1,BOUTIQUE OFFICES - LOJA 04,"Av. Pedroso de Morais, São Paulo",2023-11-27,135.48,1.0,,0.003203,0.002889,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  B-1106,"R. Sen. Dantas, Rio de Janeiro",2023-11-29,29.62,1.0,,0.000777,0.000701,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  B-1104,"R. Sen. Dantas, Rio de Janeiro",2023-10-13,30.81,1.0,,0.000798,0.00072,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-1404,"R. Sen. Dantas, Rio de Janeiro",2023-12-29,32.82,1.0,,0.000848,0.000765,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-1604,"R. Sen. Dantas, Rio de Janeiro",2023-10-26,32.82,1.0,,0.000821,0.00074,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-0508,"R. Sen. Dantas, Rio de Janeiro",2023-11-10,36.5,1.0,,0.000898,0.00081,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-0808,"R. Sen. Dantas, Rio de Janeiro",2023-11-16,36.5,1.0,,0.000859,0.000775,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-2008,"R. Sen. Dantas, Rio de Janeiro",2023-11-19,36.5,1.0,,0.000896,0.000808,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-1405,"R. Sen. Dantas, Rio de Janeiro",2023-11-25,42.56,1.0,,0.000979,0.000883,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-1301,"R. Sen. Dantas, Rio de Janeiro",2023-10-31,38.41,1.0,,0.0009,0.000811,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-0404,"R. Sen. Dantas, Rio de Janeiro",2023-11-01,32.82,1.0,,0.00089,0.000802,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  B-0703,"R. Sen. Dantas, Rio de Janeiro",2023-12-28,35.29,1.0,,0.000834,0.000752,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  B-0707,"R. Sen. Dantas, Rio de Janeiro",2023-10-10,30.21,1.0,,0.000834,0.000752,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  A-0902,"R. Sen. Dantas, Rio de Janeiro",2023-12-06,32.82,1.0,,0.00082,0.00074,
35.880.201/0001-05,2023-12-29,1,Send Cooliving  B-0907,"R. Sen. Dantas, Rio de Janeiro",2023-11-07,30.21,1.0,,0.000816,0.000736,
36.642.139/0001-86,2023-12-31,1,Shopping Vila Velha,"Rodovia Do Sol, 5000, Sem Complemento, Jockey De Itaparica, Vila Velha/ES, Brasil, 29103-900",2023-12-20,0.0,1.0,Não possui outras características que destoem dos demais,0.12823993125829,12.8467177429347,
36.731.458/0001-68,2023-09-30,1,,0,2023-08-31,0.0,1.0,,0.292004077065735,0.0127336666564441,
36.731.458/0001-68,2023-09-30,1,,0,2023-08-31,0.0,1.0,,0.0443787531868417,0.0019352615052105,
36.731.458/0001-68,2023-09-30,1,,0,2023-08-31,0.0,1.0,,0.0443787531868417,0.0019352615052105,
36.731.458/0001-68,2023-09-30,1,,0,2023-08-31,0.0,1.0,,0.309619208280291,0.0135018244549573,
36.731.458/0001-68,2023-09-30,1,,0,2023-08-31,0.0,1.0,,0.309619208280291,0.0135018244549573,
40.054.838/0001-82,2023-03-31,1,138702,Alameda Casa Branca 559,2023-03-01,306.06,1.0,Imóveis para venda,0.092588,0.090219,
40.054.838/0001-82,2023-03-31,1,181657,Rua Sabará 76,2023-01-30,252.0,1.0,Imóveis para venda,0.046962,0.044837,
40.054.838/0001-82,2023-03-31,1,899501,Rua Doutor José Elias 130,2023-03-01,56.0,1.0,Imóveis para venda,0.024285,0.023663,
40.054.838/0001-82,2023-03-31,1,903478,Rua Antônio Borba 169,2023-02-06,126.91,1.0,Imóveis para venda,0.029957,0.027351,
40.054.838/0001-82,2023-06-30,2,294497,Avenida Jamaris - 522 - 94,2023-04-25,79.0,1.0,,0.0220516190784269,0.0224861444192266,
40.054.838/0001-82,2023-06-30,2,306460,"Avenida Padre Antônio José dos Santos, 530-124",2023-05-09,74.55,1.0,,0.0218766384258397,0.0228583958417469,
40.054.838/0001-82,2023-09-29,1,1456613,ALV 735 - 54,2023-09-01,103.0,1.0,,0.023876,0.023817,
40.054.838/0001-82,2023-09-29,1,552177,Rua Capitão Messías - 99 - 22,2023-09-29,142.0,1.0,,0.042388,0.040247,
40.054.838/0001-82,2023-09-29,1,889286,"Rua Brentano, 306-41",2023-09-06,140.0,1.0,,0.028286,0.028349,
40.054.838/0001-82,2023-09-29,1,889288,"Rua Brentano, 306-51",2023-07-27,140.0,1.0,,0.029778,0.030977,
40.054.838/0001-82,2023-12-29,1,277231,Rua Inhambu 737 - 31,2023-12-04,169.0,1.0,,0.0,0.310702,
40.054.838/0001-82,2023-12-29,1,196479,Rua Aracaju 137 - 51,2023-11-13,200.0,1.0,,0.0,0.485801,
40.054.838/0001-82,2023-12-29,1,297015,Avenida Aratãs 550 - 102,2023-11-23,86.0,1.0,,0.0,0.203496,
41.076.748/0001-55,2023-12-31,1,BLCA - Edificio Patio Victor Malzoni,"Avenida Brigadeiro Faria Lima, 3477, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04538-133",2023-12-14,1609.96,4.0,Não possui características que destoem dos demais,0.263698,0.464824,
41.218.404/0001-33,2023-03-31,2,Rua Brasilio Machado,"Rua Brasilio Machado,  147 - apto 61 - 6º andar - Edifício Cap. D'Antibes",2023-03-31,560.12,1.0,Matrícula 43.339,1.0,0.0,
41.218.404/0001-33,2023-03-31,2,R Socrates,"Rua Socrates, 341 - Santo Amaro, SP",2023-03-21,449.57,1.0,"Matrícula 352062, Ap 151",1.0,0.0,
41.218.404/0001-33,2023-06-30,1,Prof Carlos Carvalho,"R. Prof. Carlos Carvalho, 54 - Apt 141",2023-04-05,203.71,1.0,Matrícula 108.227,1.0,0.0613,
41.325.993/0001-59,2023-09-30,1,IVC R.Campo Verde,"Rua Campo Verde, 385",2023-08-01,572.59,1.0,DISTRATO - REBTO RESCISÃO DE CONTRATO - matrícula 103.936 do 13º Cartório de Registro de Imóveis de São Paulo-SP,0.2938,0.1327,
41.325.993/0001-59,2023-12-31,1,IVC Greenwich Park,"Rua Martinho Lutero, 99, na Cidade de Londrina/PR",2023-12-22,1051.21,8.0,"matrícula 80.137 do 2º Ofício de Registro de Imóveis - unidades 302, 503, 504, 603, 604, 802, 1003, 1701",0.0906,0.045,
41.325.993/0001-59,2023-12-31,1,IVC Jh Palhano,"Rua João Huss,520, Cidade de Londrina, no Estado do Paraná",2023-12-22,376.97,7.0,"matrícula 60.110 do 1º Ofício de Registro de Imóveis - unidades 504, 506, 805, 809, 1409, 1501, 1505",0.0269,0.0134,
41.922.239/0001-04,2023-09-30,1,Edifício Faria Lima,"Avenida Rebouças, 3.084, Pinheiros, São Paulo, SP",2023-09-27,7068.0,67.0,-,0.687263,0.942578,
41.922.239/0001-04,2023-09-30,1,JML 747,"R. José Maria Lisboa, 757, Jardins, São Paulo, SP",2023-09-27,2904.0,43.0,-,0.307924,0.422316,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-01-30,0.0,1.0,Matricula  470804,0.0290894934106145,0.0186987638730645,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-01-30,0.0,1.0,Matricula  470865,0.0332918216702075,0.0214000258969181,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-01-30,0.0,1.0,Matricula  470870,0.0343763391231727,0.0220971551140881,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470820,0.0403430490062953,0.0259325639205846,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470830,0.0429803696842025,0.0276278370529706,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470873,0.0395440617899463,0.0254189739076813,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470885,0.0395440617899463,0.0254189739076813,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470890,0.0422787694046887,0.0271768474886382,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-02-24,0.0,1.0,Matricula  470903,0.0317398266744064,0.020402401512436,
44.177.538/0001-41,2023-03-31,1,Apartamento,,2023-03-21,0.0,1.0,Matricula  111862,0.0156197412717636,0.0100403898299753,
44.177.538/0001-41,2023-06-30,1,Apartamento,,,0.0,1.0,MATRICULA 72232,0.0596701171377898,0.033225506784571,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 72237,0.0565956070400996,0.0315135584759369,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 247,0.0858093573609507,0.0477803550911807,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85123,0.0455925908922275,0.0253868604701718,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85129,0.048448577732746,0.0269771306874594,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85132,0.048448577732746,0.0269771306874594,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85135,0.0470165260120274,0.0261797358364871,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85137,0.048448577732746,0.0269771306874594,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85142,0.0470165260120274,0.0261797358364871,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85144,0.0499165752868691,0.0277945408926652,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85247,0.0360204536534734,0.0200569042705777,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85284,0.0371405853582836,0.0206806158592753,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85336,0.0470165260120274,0.0261797358364871,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 85391,0.27443062680604,0.152808425560532,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-04-27,0.0,1.0,MATRICULA 72333,0.0472933911058378,0.0263338998216451,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 72360,0.062679940869268,0.0349014364392702,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 72373,0.062679940869268,0.0349014364392702,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 72390,0.0632829388953836,0.0352371977209435,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 81,0.69106566722942,0.384799094027146,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85,0.056958202623015,0.0317154589007743,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 214,0.0597367315956356,0.0332625990382362,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 215,0.0597367315956356,0.0332625990382362,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85120,0.0469805792921439,0.0261597199886446,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85178,0.0440596569848392,0.0245332924132729,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85181,0.0349559821865928,0.0194641854082508,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85312,0.0545130562072424,0.030353952794813,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-05-31,0.0,1.0,MATRICULA 85120,0.0469805792921439,0.0261597199886446,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-06-28,0.0,1.0,MATRICULA 85129,0.048448577732746,0.0269771306874594,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-06-28,0.0,1.0,MATRICULA 85135,0.0470165260120274,0.0261797358364871,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-06-28,0.0,1.0,MATRICULA 85300,0.038232887830608,0.0212888315783967,
44.177.538/0001-41,2023-06-30,1,Apartamento,,2023-06-28,0.0,1.0,MATRICULA 85394,0.279708317127502,0.155747148391889,
44.177.538/0001-41,2023-09-30,1,APARTAMENTO,,2023-07-25,0.0,1.0,,0.123837869079767,0.123837869079767,
44.177.538/0001-41,2023-09-30,1,APARTAMENTO,,2023-07-25,0.0,1.0,,0.111871269188861,0.111871269188861,
44.177.538/0001-41,2023-09-30,1,APARTAMENTO,,2023-07-25,0.0,1.0,,0.0630119934378348,0.0630119934378348,
44.177.538/0001-41,2023-09-30,1,APARTAMENTO,,2023-07-25,0.0,1.0,,0.0662085014149744,0.0662085014149744,
44.177.538/0001-41,2023-12-31,1,HESA 146,SPSH - SÃO PAULO SOUTH HOUSE - FII UNIDADES AUTÔNOMAS,2023-12-01,162.61,1.0,,0.0173,0.1233,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-05,111.0,1.0,,0.000977,0.001385,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-25,112.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-28,113.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-07,114.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-25,115.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-25,116.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-07,117.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-12,118.0,1.0,,0.000677,0.00096,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-09,119.0,1.0,,0.000677,0.00096,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-02,120.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-03,121.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-17,122.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-01,123.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-01,124.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-14,125.0,1.0,,0.000647,0.000918,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-23,127.0,1.0,,0.000977,0.001385,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-14,128.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-11,129.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-11,130.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-11,131.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-11,132.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-12,136.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-25,137.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-08,138.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-14,140.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-28,141.0,1.0,,0.000647,0.000917,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-25,144.0,1.0,,0.000677,0.00096,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-30,151.0,1.0,,0.000638,0.000905,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-27,152.0,1.0,,0.000638,0.000905,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-21,153.0,1.0,,0.000611,0.000867,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-27,156.0,1.0,,0.000611,0.000867,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-22,157.0,1.0,,0.000638,0.000905,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-12-22,168.0,1.0,,0.000611,0.000867,
44.395.062/0001-15,2023-12-29,1,Mora Pop Up - Galeno de Almeida,"Rua Galeno de Almeida, São Paulo",2023-11-29,188.0,1.0,,0.000638,0.000905,
44.428.541/0001-90,2023-06-30,1,69 SÃO PAULO,"Avenida  São Miguel, 6.257 / 6.259",2023-06-23,2004.0,1.0,Matrícula - 101489 CAS0060374,0.02621,0.02621,
44.428.541/0001-90,2023-06-30,1,70 SÃO PAULO,"R Azevedo Soares, 1043",2023-06-23,1823.0,1.0,Matrícula - 37558 CAS0060375,0.04082,0.04082,
44.428.541/0001-90,2023-06-30,1,86 GUARATINGUETÁ,"Avenida  Juscelino Kubitschek de Oliveira, 1.260",2023-05-17,1234.41,1.0,Matrícula - 36772 CAS0060377,0.010703,0.010703,
44.428.541/0001-90,2023-06-30,1,190 MANAUS,"Rua Mario Ypiranga, 1906",2023-05-08,1130.0,1.0,Matrícula - 13021 CAS0060386,0.022094,0.022094,
44.428.541/0001-90,2023-09-29,1,301 - SP,"Rua Siqueira Bueno, 2431",2023-08-18,382.0,1.0,,0.0089,0.0089,
